Central,Singapore River;1.28917835;103.84515431766;Clarke Quay;1.29029877113616;103.8456088418318;Canal
Central,Singapore River;1.28917835;103.84515431766;Singapore River;1.288998060124862;103.84695836853678;River
Central,Southern Islands;1.2710889;103.86328;The Meadow;1.2794757045629657;103.86232822394237;Park
Central,Southern Islands;1.2710889;103.86328;Marina South City Park;1.2782178208291592;103.86851146191532;Park
Central,Straits View;1.2800603;103.8536981;Marina Bay Downtown Area (MBDA);1.2790415374388213;103.85495626876134;Harbor / Marina
Central,Straits View;1.2800603;103.8536981;Marina Bay Waterfront Promenade;1.2811245137355043;103.85555642836434;Waterfront
Central,Straits View;1.2800603;103.8536981;Pure Fitness;1.2786308470437144;103.85148741278418;Gym
Central,Tanglin;1.3060443;103.8152804;Tanglin Gate | Singapore Botanic Gardens;1.3071308997488138;103.81861209869385;Park
Central,Tanglin;1.3060443;103.8152804;Heritage Trees Trail;1.3088583986107258;103.81660251366435;Trail
Central,Tanglin;1.3060443;103.8152804;National Orchid Garden;1.311595912271847;103.8150278357734;Garden
Central,Toa Payoh;1.3353906;103.8497414;Swimming Pool @ SAFRA TPY;1.3302974012807267;103.8542111992588;Pool
Central,Toa Payoh;1.3353906;103.8497414;Kidz Amaze;1.3300531636088606;103.85475010223286;Playground
Central,Toa Payoh;1.3353906;103.8497414;Toa Payoh Swimming Complex;1.3307173594580886;103.85055184364319;Pool
East,Bedok;1.3256702;103.9314714;Bedok Central;1.325651443506163;103.93133928603625;Plaza
East,Bedok;1.3256702;103.9314714;Heartbeat @ Bedok ActiveSG Swimming Complex;1.327043;103.93222;Pool
East,Bedok;1.3256702;103.9314714;Gym Boxx;1.3253777494439545;103.93249315542057;Gym
East,Changi;1.3243542;103.9325289;Bedok Central;1.325651443506163;103.93133928603625;Plaza
East,Changi;1.3243542;103.9325289;Heartbeat @ Bedok ActiveSG Swimming Complex;1.327043;103.93222;Pool
East,Changi;1.3243542;103.9325289;FitCore Fitness Corner;1.325218;103.933623;Gym / Fitness Center
East,Changi Bay;1.3168496;104.0206494;Changi Naval Base Sport Conplex;1.318711004789336;104.02090420537753;Gym Pool
East,Changi Bay;1.3168496;104.0206494;Straits View @ Changi;1.3160178677491936;104.01559839990769;Harbor / Marina
East,Changi Bay;1.3168496;104.0206494;SAF Yacht Club (Tanah Merah Clubhouse);1.3159584185574378;104.01544332504272;Harbor / Marina
East,Paya Lebar;1.3538993;103.887820526624;Kovan Sports Centre;1.3575734071223111;103.8851656982451;Soccer Field
East,Paya Lebar;1.3538993;103.887820526624;JForte Sportainment Centre;1.3603338399179443;103.88808222117491;Bowling Green
East,Paya Lebar;1.3538993;103.887820526624;Amore Fitness;1.3594561739730093;103.8849450124165;Gym / Fitness Center
East,Pasir Ris;1.3742214;103.950796;ClubFITT Gym;1.3739678426786983;103.95203931473996;Gym
East,Pasir Ris;1.3742214;103.950796;Pasir Ris Town Park;1.372644708666043;103.95225048065186;Park
